id,batch_id,source_table,reference_table,matching_algorithm,matched_data,status,confidence_score,created_at,matching_type
7624589,3b8deb2f-18fa-4bdb-9315-1c3d933e3109,tb_snapwangi_300,tb_snapwangi_300,COMBINED,"{'id_1': 17928, 'id_2': 17927, 'batch_id': '3b8deb2f-18fa-4bdb-9315-1c3d933e3109', 'ambiguous': 0, 'predicted': 1, 'combined_1': 'depot arif terminal arjosari, jalan terusan raden intan, arjosari, kec. blimbing, kota malang, jawa timur 65126', 'combined_2': 'depot alif makmur terminal arjosari, jalan terusan raden intan, arjosari, kec. blimbing, kota malang, jawa timur 65126', 'confidence': 0.9998250603675842, 'faiss_score': 0.9709429740905762, 'fuzzy_score': 96, 'source_table': 'tb_snapwangi_300', 'fuzzy_combined': 96, 'reference_table': 'tb_snapwangi_300', 'is_self_matching': True}",MATCH,0.999825060367584,2025-07-24 03:33:28.199233+00:00,Self Match
7624572,3b8deb2f-18fa-4bdb-9315-1c3d933e3109,tb_snapwangi_300,tb_snapwangi_300,COMBINED,"{'id_1': 17545, 'id_2': 17549, 'batch_id': '3b8deb2f-18fa-4bdb-9315-1c3d933e3109', 'ambiguous': 0, 'predicted': 1, 'combined_1': 'toko bella ps. madyopuro, jl. danau jonge no. 8, madyopuro, kec. kedungkandang, kota malang, jawa timur 65139', 'combined_2': 'toko ""aldo"" ps. madyopuro, jl. danau jonge, madyopuro, kec. kedungkandang, kota malang, jawa timur 65139', 'confidence': 0.9998250603675842, 'faiss_score': 0.9519910216331482, 'fuzzy_score': 94, 'source_table': 'tb_snapwangi_300', 'fuzzy_combined': 94, 'reference_table': 'tb_snapwangi_300', 'is_self_matching': True}",MATCH,0.999825060367584,2025-07-24 03:33:28.163091+00:00,Self Match
7624564,3b8deb2f-18fa-4bdb-9315-1c3d933e3109,tb_snapwangi_300,tb_snapwangi_300,COMBINED,"{'id_1': 17551, 'id_2': 17547, 'batch_id': '3b8deb2f-18fa-4bdb-9315-1c3d933e3109', 'ambiguous': 0, 'predicted': 1, 'combined_1': 'toko chitra ps. madyopuro, jl. danau jonge, madyopuro, kec. kedungkandang, kota malang, jawa timur 65139', 'combined_2': 'toko artomoro ps. madyopuro, jl. danau jonge no.1, madyopuro, kec. kedungkandang, kota malang, jawa timur 65139', 'confidence': 0.9998250603675842, 'faiss_score': 0.8951539993286133, 'fuzzy_score': 92, 'source_table': 'tb_snapwangi_300', 'fuzzy_combined': 92, 'reference_table': 'tb_snapwangi_300', 'is_self_matching': True}",MATCH,0.999825060367584,2025-07-24 03:33:28.146570+00:00,Self Match
7624543,3b8deb2f-18fa-4bdb-9315-1c3d933e3109,tb_snapwangi_300,tb_snapwangi_300,COMBINED,"{'id_1': 16694, 'id_2': 16692, 'batch_id': '3b8deb2f-18fa-4bdb-9315-1c3d933e3109', 'ambiguous': 0, 'predicted': 1, 'combined_1': 'dapur azka merjosari, kec. lowokwaru, kota malang, jawa timur 65144', 'combined_2': 'azha cake merjosari, kec. lowokwaru, kota malang, jawa timur 65144', 'confidence': 0.9998250603675842, 'faiss_score': 0.8666499853134155, 'fuzzy_score': 93, 'source_table': 'tb_snapwangi_300', 'fuzzy_combined': 93, 'reference_table': 'tb_snapwangi_300', 'is_self_matching': True}",MATCH,0.999825060367584,2025-07-24 03:33:28.092927+00:00,Self Match
7624490,3b8deb2f-18fa-4bdb-9315-1c3d933e3109,tb_snapwangi_300,tb_snapwangi_300,COMBINED,"{'id_1': 15429, 'id_2': 15420, 'batch_id': '3b8deb2f-18fa-4bdb-9315-1c3d933e3109', 'ambiguous': 0, 'predicted': 1, 'combined_1': 'tk kartika iv-79 jl. terusan kesatrian no.74, kesatrian, kec. blimbing, kota malang, jawa timur 65121', 'combined_2': 'tk kartika iv-4 jl. terusan kesatrian no.1, kesatrian, kec. blimbing, kota malang, jawa timur 65121', 'confidence': 0.9998250603675842, 'faiss_score': 0.9292600154876709, 'fuzzy_score': 95, 'source_table': 'tb_snapwangi_300', 'fuzzy_combined': 95, 'reference_table': 'tb_snapwangi_300', 'is_self_matching': True}",MATCH,0.999825060367584,2025-07-24 03:33:27.973562+00:00,Self Match
7624485,3b8deb2f-18fa-4bdb-9315-1c3d933e3109,tb_snapwangi_300,tb_snapwangi_300,COMBINED,"{'id_1': 15318, 'id_2': 15322, 'batch_id': '3b8deb2f-18fa-4bdb-9315-1c3d933e3109', 'ambiguous': 0, 'predicted': 1, 'combined_1': 'nasi goreng arema jl. terusan ambarawa no.29, sumbersari, kec. lowokwaru, kota malang, jawa timur 65145', 'combined_2': 'nasi goreng kriwoel jl. terusan ambarawa no.4b, sumbersari, kec. lowokwaru, kota malang, jawa timur 65145', 'confidence': 0.9998250603675842, 'faiss_score': 0.832614004611969, 'fuzzy_score': 91, 'source_table': 'tb_snapwangi_300', 'fuzzy_combined': 91, 'reference_table': 'tb_snapwangi_300', 'is_self_matching': True}",MATCH,0.999825060367584,2025-07-24 03:33:27.963400+00:00,Self Match
7624443,3b8deb2f-18fa-4bdb-9315-1c3d933e3109,tb_snapwangi_300,tb_snapwangi_300,COMBINED,"{'id_1': 15198, 'id_2': 15177, 'batch_id': '3b8deb2f-18fa-4bdb-9315-1c3d933e3109', 'ambiguous': 0, 'predicted': 1, 'combined_1': 'toko dewa jl. teluk cendrawasih no.32, arjosari, kec. blimbing, kota malang, jawa timur 65126', 'combined_2': 'toko ummi jl. teluk cendrawasih no.1, arjosari, kec. blimbing, kota malang, jawa timur 65126', 'confidence': 0.9998250603675842, 'faiss_score': 0.8440880179405212, 'fuzzy_score': 92, 'source_table': 'tb_snapwangi_300', 'fuzzy_combined': 92, 'reference_table': 'tb_snapwangi_300', 'is_self_matching': True}",MATCH,0.999825060367584,2025-07-24 03:33:27.863778+00:00,Self Match
7624399,3b8deb2f-18fa-4bdb-9315-1c3d933e3109,tb_snapwangi_300,tb_snapwangi_300,COMBINED,"{'id_1': 14394, 'id_2': 14393, 'batch_id': '3b8deb2f-18fa-4bdb-9315-1c3d933e3109', 'ambiguous': 0, 'predicted': 1, 'combined_1': 'nr laundry jl. simpang s. kalijaga v no.2, dinoyo, kec. lowokwaru, kota malang, jawa timur 65149', 'combined_2': 'savana laundry jl. simpang s. kalijaga v no.2, dinoyo, kec. lowokwaru, kota malang, jawa timur 65144', 'confidence': 0.9998250603675842, 'faiss_score': 0.8374429941177368, 'fuzzy_score': 95, 'source_table': 'tb_snapwangi_300', 'fuzzy_combined': 95, 'reference_table': 'tb_snapwangi_300', 'is_self_matching': True}",MATCH,0.999825060367584,2025-07-24 03:33:27.775601+00:00,Self Match
7624393,3b8deb2f-18fa-4bdb-9315-1c3d933e3109,tb_snapwangi_300,tb_snapwangi_300,COMBINED,"{'id_1': 14302, 'id_2': 14301, 'batch_id': '3b8deb2f-18fa-4bdb-9315-1c3d933e3109', 'ambiguous': 0, 'predicted': 1, 'combined_1': 'toko prima jaya (kepuh) jl. simpang kepuh utara no.37, bandungrejosari, kec. sukun, kota malang, jawa timur 65148', 'combined_2': 'kost prima jaya jl. simpang kepuh utara no.37, bandungrejosari, kec. sukun, kota malang, jawa timur 65148', 'confidence': 0.9998250603675842, 'faiss_score': 0.8595460057258606, 'fuzzy_score': 94, 'source_table': 'tb_snapwangi_300', 'fuzzy_combined': 94, 'reference_table': 'tb_snapwangi_300', 'is_self_matching': True}",MATCH,0.999825060367584,2025-07-24 03:33:27.761779+00:00,Self Match
7624345,3b8deb2f-18fa-4bdb-9315-1c3d933e3109,tb_snapwangi_300,tb_snapwangi_300,COMBINED,"{'id_1': 13843, 'id_2': 13841, 'batch_id': '3b8deb2f-18fa-4bdb-9315-1c3d933e3109', 'ambiguous': 0, 'predicted': 1, 'combined_1': 'c2 laundry jl. semanggi bar. no.23c, jatimulyo, kec. lowokwaru, kota malang, jawa timur 65141', 'combined_2': 'laundry bar jl. semanggi bar. no.2, jatimulyo, kec. lowokwaru, kota malang, jawa timur 65141', 'confidence': 0.9998250603675842, 'faiss_score': 0.9314489960670471, 'fuzzy_score': 96, 'source_table': 'tb_snapwangi_300', 'fuzzy_combined': 96, 'reference_table': 'tb_snapwangi_300', 'is_self_matching': True}",MATCH,0.999825060367584,2025-07-24 03:33:27.609325+00:00,Self Match
